,Department,Department_n,salary,salary_n
2196,management,4,low,1
2197,IT,0,low,1
2198,IT,0,low,1
2199,IT,0,low,1
2200,IT,0,low,1
2201,IT,0,low,1
2202,product_mng,6,low,1
2203,product_mng,6,low,1
2204,product_mng,6,low,1
2205,product_mng,6,medium,2
2206,IT,0,medium,2
2207,RandD,1,medium,2
2208,RandD,1,medium,2
2209,RandD,1,medium,2
2210,RandD,1,medium,2
2211,RandD,1,medium,2
2212,marketing,5,medium,2
2213,sales,7,medium,2
2214,accounting,2,medium,2
2215,support,8,medium,2
2216,technical,9,medium,2
2217,management,4,high,0
2218,marketing,5,low,1
2219,marketing,5,medium,2
2220,marketing,5,medium,2
2221,sales,7,medium,2
2222,sales,7,medium,2
2223,sales,7,low,1
2224,sales,7,low,1
2225,sales,7,low,1
2226,sales,7,low,1
2227,sales,7,low,1
2228,sales,7,low,1
2229,sales,7,low,1
2230,sales,7,low,1
2231,sales,7,low,1
2232,sales,7,low,1
2233,sales,7,low,1
2234,sales,7,low,1
2235,sales,7,low,1
2236,sales,7,low,1
2237,sales,7,low,1
2238,sales,7,low,1
2239,sales,7,low,1
2240,accounting,2,low,1
2241,accounting,2,low,1
2242,accounting,2,low,1
2243,hr,3,low,1
2244,hr,3,medium,2
2245,hr,3,medium,2
2246,hr,3,medium,2
2247,technical,9,medium,2
2248,technical,9,medium,2
2249,technical,9,medium,2
2250,technical,9,medium,2
2251,technical,9,medium,2
2252,technical,9,medium,2
2253,technical,9,medium,2
2254,technical,9,medium,2
2255,technical,9,medium,2
2256,technical,9,high,0
2257,technical,9,low,1
2258,support,8,medium,2
2259,support,8,medium,2
2260,support,8,medium,2
2261,support,8,medium,2
2262,support,8,low,1
2263,support,8,low,1
2264,support,8,low,1
2265,support,8,low,1
2266,support,8,low,1
2267,support,8,low,1
2268,support,8,low,1
2269,technical,9,low,1
2270,technical,9,low,1
2271,technical,9,low,1
2272,management,4,low,1
2273,IT,0,low,1
2274,IT,0,low,1
2275,IT,0,low,1
2276,IT,0,low,1
2277,IT,0,low,1
2278,product_mng,6,low,1
2279,product_mng,6,low,1
2280,product_mng,6,low,1
2281,product_mng,6,low,1
2282,IT,0,low,1
2283,RandD,1,medium,2
2284,RandD,1,medium,2
2285,RandD,1,medium,2
2286,RandD,1,medium,2
2287,RandD,1,medium,2
2288,marketing,5,medium,2
2289,sales,7,medium,2
2290,accounting,2,medium,2
2291,support,8,medium,2
2292,technical,9,medium,2
2293,management,4,medium,2
2294,marketing,5,medium,2
2295,marketing,5,high,0
2296,marketing,5,low,1
2297,sales,7,medium,2
2298,sales,7,medium,2
2299,sales,7,medium,2
2300,sales,7,medium,2
2301,sales,7,low,1
2302,sales,7,low,1
2303,sales,7,low,1
2304,sales,7,low,1
2305,sales,7,low,1
2306,sales,7,low,1
2307,sales,7,low,1
2308,sales,7,low,1
2309,sales,7,low,1
2310,sales,7,low,1
2311,sales,7,low,1
2312,sales,7,low,1
2313,sales,7,low,1
2314,sales,7,low,1
2315,sales,7,low,1
2316,accounting,2,low,1
2317,accounting,2,low,1
2318,accounting,2,low,1
2319,hr,3,low,1
2320,hr,3,low,1
2321,hr,3,low,1
2322,hr,3,medium,2
2323,technical,9,medium,2
2324,technical,9,medium,2
2325,technical,9,medium,2
2326,technical,9,medium,2
2327,technical,9,medium,2
2328,technical,9,medium,2
2329,technical,9,medium,2
2330,technical,9,medium,2
2331,technical,9,medium,2
2332,technical,9,medium,2
2333,technical,9,medium,2
2334,support,8,high,0
2335,support,8,low,1
2336,support,8,medium,2
2337,support,8,medium,2
2338,support,8,medium,2
2339,support,8,medium,2
2340,support,8,low,1
2341,support,8,low,1
2342,support,8,low,1
2343,support,8,low,1
2344,support,8,low,1
2345,technical,9,low,1
2346,technical,9,low,1
2347,technical,9,low,1
2348,management,4,low,1
2349,IT,0,low,1
2350,IT,0,low,1
2351,IT,0,low,1
2352,IT,0,low,1
2353,IT,0,low,1
2354,product_mng,6,low,1
2355,product_mng,6,low,1
2356,product_mng,6,low,1
2357,product_mng,6,low,1
2358,IT,0,low,1
2359,RandD,1,low,1
2360,RandD,1,low,1
2361,RandD,1,medium,2
2362,RandD,1,medium,2
2363,RandD,1,medium,2
2364,marketing,5,medium,2
2365,sales,7,medium,2
2366,accounting,2,medium,2
2367,support,8,medium,2
2368,technical,9,medium,2
2369,management,4,medium,2
2370,marketing,5,medium,2
2371,marketing,5,medium,2
2372,marketing,5,medium,2
2373,sales,7,high,0
2374,sales,7,low,1
2375,sales,7,medium,2
2376,sales,7,medium,2
2377,sales,7,medium,2
2378,sales,7,medium,2
2379,sales,7,low,1
2380,sales,7,low,1
2381,sales,7,low,1
2382,sales,7,low,1
2383,sales,7,low,1
2384,sales,7,low,1
2385,sales,7,low,1
2386,sales,7,low,1
2387,sales,7,low,1
2388,sales,7,low,1
2389,sales,7,low,1
2390,sales,7,low,1
2391,sales,7,low,1
2392,accounting,2,low,1
2393,accounting,2,low,1
2394,accounting,2,low,1
2395,hr,3,low,1
2396,hr,3,low,1
2397,hr,3,low,1
2398,hr,3,low,1
2399,technical,9,low,1
2400,technical,9,medium,2
2401,technical,9,medium,2
2402,technical,9,medium,2
2403,technical,9,medium,2
2404,technical,9,medium,2
2405,technical,9,medium,2
2406,technical,9,medium,2
2407,technical,9,medium,2
2408,technical,9,medium,2
2409,technical,9,medium,2
2410,support,8,medium,2
2411,support,8,medium,2
2412,support,8,high,0
2413,support,8,low,1
2414,support,8,medium,2
2415,support,8,medium,2
2416,support,8,medium,2
2417,support,8,medium,2
2418,support,8,low,1
2419,support,8,low,1
2420,support,8,low,1
2421,technical,9,low,1
2422,technical,9,low,1
2423,technical,9,low,1
2424,management,4,low,1
2425,IT,0,low,1
2426,IT,0,low,1
2427,IT,0,low,1
2428,IT,0,low,1
2429,IT,0,low,1
2430,product_mng,6,low,1
2431,product_mng,6,low,1
2432,product_mng,6,low,1
2433,product_mng,6,low,1
2434,IT,0,low,1
2435,RandD,1,low,1
2436,RandD,1,low,1
2437,RandD,1,low,1
2438,RandD,1,low,1
2439,RandD,1,medium,2
2440,marketing,5,medium,2
2441,sales,7,medium,2
2442,accounting,2,medium,2
2443,support,8,medium,2
2444,technical,9,medium,2
2445,management,4,medium,2
2446,marketing,5,medium,2
2447,marketing,5,medium,2
2448,marketing,5,medium,2
2449,sales,7,medium,2
2450,sales,7,medium,2
2451,sales,7,high,0
2452,sales,7,low,1
2453,sales,7,medium,2
2454,sales,7,medium,2
2455,sales,7,medium,2
2456,sales,7,medium,2
2457,sales,7,low,1
2458,sales,7,low,1
2459,sales,7,low,1
2460,sales,7,low,1
2461,sales,7,low,1
2462,sales,7,low,1
2463,sales,7,low,1
2464,sales,7,low,1
2465,sales,7,low,1
2466,sales,7,low,1
2467,sales,7,low,1
2468,accounting,2,low,1
2469,accounting,2,low,1
2470,accounting,2,low,1
2471,hr,3,low,1
2472,hr,3,low,1
2473,hr,3,low,1
2474,hr,3,low,1
2475,technical,9,low,1
2476,technical,9,low,1
2477,technical,9,low,1
2478,technical,9,medium,2
2479,technical,9,medium,2
2480,technical,9,medium,2
2481,technical,9,medium,2
2482,technical,9,medium,2
2483,technical,9,medium,2
2484,technical,9,medium,2
2485,technical,9,medium,2
2486,support,8,medium,2
2487,support,8,medium,2
2488,support,8,medium,2
2489,support,8,medium,2
2490,support,8,high,0
2491,support,8,low,1
2492,support,8,medium,2
2493,support,8,medium,2
2494,support,8,medium,2
2495,support,8,medium,2
2496,support,8,low,1
2497,technical,9,low,1
2498,technical,9,low,1
2499,technical,9,low,1
2500,management,4,low,1
2501,IT,0,low,1
2502,IT,0,low,1
2503,IT,0,low,1
2504,IT,0,low,1
2505,IT,0,low,1
2506,product_mng,6,low,1
2507,product_mng,6,low,1
2508,product_mng,6,low,1
2509,product_mng,6,low,1
2510,IT,0,low,1
2511,RandD,1,low,1
2512,RandD,1,low,1
2513,RandD,1,low,1
2514,RandD,1,low,1
2515,RandD,1,low,1
2516,marketing,5,low,1
2517,marketing,5,medium,2
2518,sales,7,medium,2
2519,accounting,2,medium,2
2520,support,8,medium,2
2521,technical,9,medium,2
2522,management,4,medium,2
2523,marketing,5,medium,2
2524,marketing,5,medium,2
2525,marketing,5,medium,2
2526,sales,7,medium,2
2527,sales,7,medium,2
2528,sales,7,medium,2
2529,sales,7,high,0
2530,sales,7,low,1
2531,sales,7,medium,2
2532,sales,7,medium,2
2533,sales,7,medium,2
2534,sales,7,medium,2
2535,sales,7,low,1
2536,sales,7,low,1
2537,sales,7,low,1
2538,sales,7,low,1
2539,sales,7,low,1
2540,sales,7,low,1
2541,sales,7,low,1
2542,sales,7,low,1
2543,sales,7,low,1
2544,sales,7,low,1
2545,accounting,2,low,1
2546,accounting,2,low,1
2547,accounting,2,low,1
2548,hr,3,low,1
2549,hr,3,low,1
2550,hr,3,low,1
2551,hr,3,low,1
2552,technical,9,low,1
2553,technical,9,low,1
2554,technical,9,low,1
2555,technical,9,low,1
2556,technical,9,medium,2
2557,technical,9,medium,2
2558,technical,9,medium,2
2559,technical,9,medium,2
2560,technical,9,medium,2
2561,technical,9,medium,2
2562,technical,9,medium,2
2563,support,8,medium,2
2564,support,8,medium,2
2565,support,8,medium,2
2566,support,8,medium,2
2567,support,8,medium,2
2568,support,8,high,0
2569,support,8,low,1
2570,support,8,medium,2
2571,support,8,medium,2
2572,support,8,medium,2
2573,support,8,medium,2
2574,technical,9,low,1
2575,technical,9,low,1
2576,technical,9,low,1
2577,management,4,low,1
2578,IT,0,low,1
2579,IT,0,low,1
2580,IT,0,low,1
2581,IT,0,low,1
2582,IT,0,low,1
2583,product_mng,6,low,1
2584,product_mng,6,low,1
2585,product_mng,6,low,1
2586,product_mng,6,low,1
2587,IT,0,low,1
2588,RandD,1,low,1
2589,RandD,1,low,1
2590,RandD,1,low,1
2591,RandD,1,low,1
2592,RandD,1,low,1
2593,RandD,1,low,1
2594,marketing,5,low,1
2595,sales,7,medium,2
2596,accounting,2,medium,2
2597,support,8,medium,2
2598,technical,9,medium,2
2599,management,4,medium,2
2600,marketing,5,medium,2
2601,marketing,5,medium,2
2602,marketing,5,medium,2
2603,sales,7,medium,2
2604,sales,7,medium,2
2605,sales,7,medium,2
2606,sales,7,medium,2
2607,sales,7,high,0
2608,sales,7,low,1
2609,sales,7,medium,2
2610,sales,7,medium,2
2611,sales,7,medium,2
2612,sales,7,medium,2
2613,sales,7,low,1
2614,sales,7,low,1
2615,sales,7,low,1
2616,sales,7,low,1
2617,sales,7,low,1
2618,sales,7,low,1
2619,sales,7,low,1
2620,sales,7,low,1
2621,sales,7,low,1
2622,accounting,2,low,1
2623,accounting,2,low,1
2624,accounting,2,low,1
2625,hr,3,low,1
2626,hr,3,low,1
2627,hr,3,low,1
2628,hr,3,low,1
2629,technical,9,low,1
2630,technical,9,low,1
2631,technical,9,low,1
2632,technical,9,low,1
2633,technical,9,low,1
2634,technical,9,medium,2
2635,technical,9,medium,2
2636,technical,9,medium,2
2637,technical,9,medium,2
2638,technical,9,medium,2
2639,technical,9,medium,2
2640,support,8,medium,2
2641,support,8,medium,2
2642,support,8,medium,2
2643,support,8,medium,2
2644,support,8,medium,2
2645,support,8,medium,2
2646,support,8,high,0
2647,support,8,low,1
2648,support,8,medium,2
2649,support,8,medium,2
2650,support,8,medium,2
2651,technical,9,medium,2
2652,technical,9,low,1
2653,technical,9,low,1
2654,management,4,low,1
2655,IT,0,low,1
2656,IT,0,low,1
2657,IT,0,low,1
2658,IT,0,low,1
2659,IT,0,low,1
2660,product_mng,6,low,1
2661,product_mng,6,low,1
2662,product_mng,6,low,1
2663,product_mng,6,low,1
2664,IT,0,low,1
2665,RandD,1,low,1
2666,RandD,1,low,1
2667,RandD,1,low,1
2668,RandD,1,low,1
2669,RandD,1,low,1
2670,RandD,1,low,1
2671,marketing,5,low,1
2672,sales,7,low,1
2673,accounting,2,medium,2
2674,support,8,medium,2
2675,technical,9,medium,2
2676,management,4,medium,2
2677,marketing,5,medium,2
2678,marketing,5,medium,2
2679,marketing,5,medium,2
2680,sales,7,medium,2
2681,sales,7,medium,2
2682,sales,7,medium,2
2683,sales,7,medium,2
2684,sales,7,medium,2
2685,sales,7,high,0
2686,sales,7,low,1
2687,sales,7,medium,2
2688,sales,7,medium,2
2689,sales,7,medium,2
2690,sales,7,medium,2
2691,sales,7,low,1
2692,sales,7,low,1
2693,sales,7,low,1
2694,sales,7,low,1
2695,sales,7,low,1
2696,sales,7,low,1
2697,sales,7,low,1
2698,sales,7,low,1
2699,accounting,2,low,1
2700,accounting,2,low,1
2701,accounting,2,low,1
2702,hr,3,low,1
2703,hr,3,low,1
2704,hr,3,low,1
2705,hr,3,low,1
2706,technical,9,low,1
2707,technical,9,low,1
2708,technical,9,low,1
2709,technical,9,low,1
2710,technical,9,low,1
2711,technical,9,low,1
2712,technical,9,medium,2
2713,technical,9,medium,2
2714,technical,9,medium,2
2715,technical,9,medium,2
2716,technical,9,medium,2
2717,support,8,medium,2
2718,support,8,medium,2
2719,support,8,medium,2
2720,support,8,medium,2
2721,support,8,medium,2
2722,support,8,medium,2
2723,support,8,medium,2
2724,support,8,high,0
2725,support,8,low,1
2726,support,8,medium,2
2727,support,8,medium,2
2728,technical,9,medium,2
2729,technical,9,medium,2
2730,technical,9,low,1
2731,management,4,low,1
2732,IT,0,low,1
2733,IT,0,low,1
2734,IT,0,low,1
2735,IT,0,low,1
2736,IT,0,low,1
2737,product_mng,6,low,1
2738,product_mng,6,low,1
2739,product_mng,6,low,1
2740,product_mng,6,low,1
2741,IT,0,low,1
2742,RandD,1,low,1
2743,RandD,1,low,1
2744,RandD,1,low,1
2745,RandD,1,low,1
2746,RandD,1,low,1
2747,RandD,1,low,1
2748,marketing,5,low,1
2749,sales,7,low,1
2750,accounting,2,low,1
2751,support,8,medium,2
2752,technical,9,medium,2
2753,management,4,medium,2
2754,marketing,5,medium,2
2755,marketing,5,medium,2
2756,marketing,5,medium,2
2757,sales,7,medium,2
2758,sales,7,medium,2
2759,sales,7,medium,2
2760,sales,7,medium,2
2761,sales,7,medium,2
2762,sales,7,medium,2
2763,sales,7,high,0
2764,sales,7,low,1
2765,sales,7,medium,2
2766,sales,7,medium,2
2767,sales,7,medium,2
2768,sales,7,medium,2
2769,sales,7,low,1
2770,sales,7,low,1
2771,sales,7,low,1
2772,sales,7,low,1
2773,sales,7,low,1
2774,sales,7,low,1
2775,sales,7,low,1
2776,accounting,2,low,1
2777,accounting,2,low,1
2778,accounting,2,low,1
2779,hr,3,low,1
2780,hr,3,low,1
2781,hr,3,low,1
2782,hr,3,low,1
2783,technical,9,low,1
2784,technical,9,low,1
2785,technical,9,low,1
2786,technical,9,low,1
2787,technical,9,low,1
2788,technical,9,low,1
2789,technical,9,low,1
2790,technical,9,medium,2
2791,technical,9,medium,2
2792,technical,9,medium,2
2793,technical,9,medium,2
2794,support,8,medium,2
2795,support,8,medium,2
2796,support,8,medium,2
2797,support,8,medium,2
2798,support,8,medium,2
2799,support,8,medium,2
2800,support,8,medium,2
2801,support,8,medium,2
2802,support,8,high,0
2803,support,8,low,1
2804,support,8,medium,2
2805,technical,9,medium,2
2806,technical,9,medium,2
2807,technical,9,medium,2
2808,management,4,low,1
2809,IT,0,low,1
2810,IT,0,low,1
2811,IT,0,low,1
2812,IT,0,low,1
2813,IT,0,low,1
2814,product_mng,6,low,1
2815,product_mng,6,low,1
2816,product_mng,6,low,1
2817,product_mng,6,low,1
2818,IT,0,low,1
2819,RandD,1,low,1
2820,RandD,1,low,1
2821,RandD,1,low,1
2822,RandD,1,low,1
2823,RandD,1,low,1
2824,RandD,1,low,1
2825,marketing,5,low,1
2826,sales,7,low,1
2827,accounting,2,low,1
2828,support,8,low,1
2829,technical,9,medium,2
2830,management,4,medium,2
2831,marketing,5,medium,2
2832,marketing,5,medium,2
2833,marketing,5,medium,2
2834,sales,7,medium,2
2835,sales,7,medium,2
2836,sales,7,medium,2
2837,sales,7,medium,2
2838,sales,7,medium,2
2839,sales,7,medium,2
2840,sales,7,medium,2
2841,sales,7,high,0
2842,sales,7,low,1
2843,sales,7,medium,2
2844,sales,7,medium,2
2845,sales,7,medium,2
2846,sales,7,medium,2
2847,sales,7,low,1
2848,sales,7,low,1
2849,sales,7,low,1
2850,sales,7,low,1
2851,sales,7,low,1
2852,sales,7,low,1
2853,accounting,2,low,1
2854,accounting,2,low,1
2855,accounting,2,low,1
2856,hr,3,low,1
2857,hr,3,low,1
2858,hr,3,low,1
2859,hr,3,low,1
2860,technical,9,low,1
2861,technical,9,low,1
2862,technical,9,low,1
2863,technical,9,low,1
2864,technical,9,low,1
2865,technical,9,low,1
2866,technical,9,low,1
2867,technical,9,low,1
2868,technical,9,medium,2
2869,technical,9,medium,2
2870,technical,9,medium,2
2871,support,8,medium,2
2872,support,8,medium,2
2873,support,8,medium,2
2874,support,8,medium,2
2875,support,8,medium,2
2876,support,8,medium,2
2877,support,8,medium,2
2878,support,8,medium,2
2879,support,8,medium,2
2880,support,8,high,0
2881,support,8,low,1
2882,technical,9,medium,2
2883,technical,9,medium,2
2884,technical,9,medium,2
2885,management,4,medium,2
2886,IT,0,low,1
2887,IT,0,low,1
2888,IT,0,low,1
2889,IT,0,low,1
2890,IT,0,low,1
2891,product_mng,6,low,1
2892,product_mng,6,low,1
2893,product_mng,6,low,1
2894,product_mng,6,low,1
2895,IT,0,low,1
2896,RandD,1,low,1
2897,RandD,1,low,1
2898,RandD,1,low,1
2899,RandD,1,low,1
2900,RandD,1,low,1
2901,marketing,5,low,1
2902,sales,7,low,1
2903,accounting,2,low,1
2904,support,8,low,1
2905,technical,9,low,1
2906,management,4,low,1
2907,marketing,5,medium,2
2908,marketing,5,medium,2
2909,marketing,5,medium,2
2910,sales,7,medium,2
2911,sales,7,medium,2
2912,sales,7,medium,2
2913,sales,7,medium,2
2914,sales,7,medium,2
2915,sales,7,medium,2
2916,sales,7,medium,2
2917,sales,7,medium,2
2918,sales,7,medium,2
2919,sales,7,high,0
2920,sales,7,low,1
2921,sales,7,medium,2
2922,sales,7,medium,2
2923,sales,7,medium,2
2924,sales,7,medium,2
2925,sales,7,low,1
2926,sales,7,low,1
2927,sales,7,low,1
2928,sales,7,low,1
2929,accounting,2,low,1
2930,accounting,2,low,1
2931,accounting,2,low,1
2932,hr,3,low,1
2933,hr,3,low,1
2934,hr,3,low,1
2935,hr,3,low,1
2936,technical,9,low,1
2937,technical,9,low,1
2938,technical,9,low,1
2939,technical,9,low,1
2940,technical,9,low,1
2941,technical,9,low,1
2942,technical,9,low,1
2943,technical,9,low,1
2944,technical,9,low,1
2945,technical,9,low,1
2946,technical,9,medium,2
2947,support,8,medium,2
2948,support,8,medium,2
2949,support,8,medium,2
2950,support,8,medium,2
2951,support,8,medium,2
2952,support,8,medium,2
2953,support,8,medium,2
2954,support,8,medium,2
2955,support,8,medium,2
2956,support,8,medium,2
2957,support,8,medium,2
2958,technical,9,high,0
2959,technical,9,low,1
2960,technical,9,medium,2
2961,management,4,medium,2
2962,IT,0,medium,2
2963,IT,0,medium,2
2964,IT,0,low,1
2965,IT,0,low,1
2966,IT,0,low,1
2967,product_mng,6,low,1
2968,product_mng,6,low,1
2969,product_mng,6,low,1
2970,product_mng,6,low,1
2971,IT,0,low,1
2972,RandD,1,low,1
2973,RandD,1,low,1
2974,RandD,1,low,1
2975,RandD,1,low,1
2976,RandD,1,low,1
2977,marketing,5,low,1
2978,marketing,5,low,1
2979,sales,7,low,1
2980,accounting,2,low,1
2981,support,8,low,1
2982,technical,9,low,1
2983,management,4,low,1
2984,marketing,5,low,1
2985,marketing,5,medium,2
2986,marketing,5,medium,2
2987,sales,7,medium,2
2988,sales,7,medium,2
2989,sales,7,medium,2
2990,sales,7,medium,2
2991,sales,7,medium,2
2992,sales,7,medium,2
2993,sales,7,medium,2
2994,sales,7,medium,2
2995,sales,7,medium,2
2996,sales,7,medium,2
2997,sales,7,high,0
2998,sales,7,low,1
2999,sales,7,medium,2
3000,sales,7,medium,2
3001,sales,7,medium,2
3002,sales,7,medium,2
3003,sales,7,low,1
3004,sales,7,low,1
3005,sales,7,low,1
3006,accounting,2,low,1
3007,accounting,2,low,1
3008,accounting,2,low,1
3009,hr,3,low,1
3010,hr,3,low,1
3011,hr,3,low,1
3012,hr,3,low,1
3013,technical,9,low,1
3014,technical,9,low,1
3015,technical,9,low,1
3016,technical,9,low,1
3017,technical,9,low,1
3018,technical,9,low,1
3019,technical,9,low,1
3020,technical,9,low,1
3021,technical,9,low,1
3022,technical,9,low,1
3023,technical,9,low,1
3024,support,8,medium,2
3025,support,8,medium,2
3026,support,8,medium,2
3027,support,8,medium,2
3028,support,8,medium,2
3029,support,8,medium,2
3030,support,8,medium,2
3031,support,8,medium,2
3032,support,8,medium,2
3033,support,8,medium,2
3034,support,8,medium,2
3035,technical,9,medium,2
3036,technical,9,high,0
3037,technical,9,low,1
3038,management,4,medium,2
3039,IT,0,medium,2
3040,IT,0,medium,2
3041,IT,0,medium,2
3042,IT,0,low,1
3043,IT,0,low,1
3044,product_mng,6,low,1
3045,product_mng,6,low,1
3046,product_mng,6,low,1
3047,product_mng,6,low,1
3048,IT,0,low,1
3049,RandD,1,low,1
3050,RandD,1,low,1
3051,RandD,1,low,1
3052,RandD,1,low,1
3053,RandD,1,low,1
3054,marketing,5,low,1
3055,sales,7,low,1
3056,accounting,2,low,1
3057,support,8,low,1
3058,technical,9,low,1
3059,management,4,low,1
3060,marketing,5,low,1
3061,marketing,5,low,1
3062,marketing,5,low,1
3063,sales,7,medium,2
3064,sales,7,medium,2
3065,sales,7,medium,2
3066,sales,7,medium,2
3067,sales,7,medium,2
3068,sales,7,medium,2
3069,sales,7,medium,2
3070,sales,7,medium,2
3071,sales,7,medium,2
3072,sales,7,medium,2
3073,sales,7,medium,2
3074,sales,7,medium,2
3075,sales,7,high,0
3076,sales,7,low,1
3077,sales,7,medium,2
3078,sales,7,medium,2
3079,sales,7,medium,2
3080,sales,7,medium,2
3081,sales,7,low,1
3082,accounting,2,low,1
3083,accounting,2,low,1
3084,accounting,2,low,1
3085,hr,3,low,1
3086,hr,3,low,1
3087,hr,3,low,1
3088,hr,3,low,1
3089,technical,9,low,1
3090,technical,9,low,1
3091,technical,9,low,1
3092,technical,9,low,1
3093,technical,9,low,1
3094,technical,9,low,1
3095,technical,9,low,1
3096,technical,9,low,1
3097,technical,9,low,1
3098,technical,9,low,1
3099,technical,9,low,1
3100,support,8,low,1
3101,support,8,low,1
3102,support,8,medium,2
3103,support,8,medium,2
3104,support,8,medium,2
3105,support,8,medium,2
3106,support,8,medium,2
3107,support,8,medium,2
3108,support,8,medium,2
3109,support,8,medium,2
3110,support,8,medium,2
3111,technical,9,medium,2
3112,technical,9,medium,2
3113,technical,9,medium,2
3114,management,4,high,0
3115,IT,0,low,1
3116,IT,0,medium,2
3117,IT,0,medium,2
3118,IT,0,medium,2
3119,IT,0,medium,2
3120,product_mng,6,low,1
3121,product_mng,6,low,1
3122,product_mng,6,low,1
3123,product_mng,6,low,1
3124,IT,0,low,1
3125,RandD,1,low,1
3126,RandD,1,low,1
3127,RandD,1,low,1
3128,RandD,1,low,1
3129,RandD,1,low,1
3130,marketing,5,low,1
3131,sales,7,low,1
3132,accounting,2,low,1
3133,support,8,low,1
3134,technical,9,low,1
3135,management,4,low,1
3136,marketing,5,low,1
3137,marketing,5,low,1
3138,marketing,5,low,1
3139,sales,7,low,1
3140,sales,7,low,1
3141,sales,7,medium,2
3142,sales,7,medium,2
3143,sales,7,medium,2
3144,sales,7,medium,2
3145,sales,7,medium,2
3146,sales,7,medium,2
3147,sales,7,medium,2
3148,sales,7,medium,2
3149,sales,7,medium,2
3150,sales,7,medium,2
3151,sales,7,medium,2
3152,sales,7,medium,2
3153,sales,7,high,0
3154,sales,7,low,1
3155,sales,7,medium,2
3156,sales,7,medium,2
3157,sales,7,medium,2
3158,accounting,2,medium,2
3159,accounting,2,low,1
3160,accounting,2,low,1
3161,hr,3,low,1
3162,hr,3,low,1
3163,hr,3,low,1
3164,hr,3,low,1
3165,technical,9,low,1
3166,technical,9,low,1
3167,technical,9,medium,2
3168,technical,9,medium,2
3169,technical,9,medium,2
3170,technical,9,medium,2
3171,technical,9,medium,2
3172,technical,9,medium,2
3173,technical,9,medium,2
3174,technical,9,medium,2
3175,technical,9,medium,2
3176,support,8,medium,2
3177,support,8,medium,2
3178,support,8,medium,2
3179,support,8,medium,2
3180,support,8,medium,2
3181,support,8,medium,2
3182,support,8,medium,2
3183,support,8,medium,2
3184,support,8,medium,2
3185,support,8,medium,2
3186,support,8,medium,2
3187,technical,9,medium,2
3188,technical,9,medium,2
3189,technical,9,medium,2
3190,management,4,medium,2
3191,IT,0,medium,2
3192,IT,0,high,0
3193,IT,0,high,0
3194,IT,0,high,0
3195,IT,0,high,0
3196,product_mng,6,high,0
3197,product_mng,6,high,0
3198,product_mng,6,high,0
3199,product_mng,6,high,0
3200,IT,0,high,0
3201,RandD,1,high,0
3202,RandD,1,high,0
3203,RandD,1,high,0
3204,RandD,1,low,1
3205,RandD,1,low,1
3206,marketing,5,low,1
3207,sales,7,low,1
3208,accounting,2,low,1
3209,support,8,low,1
3210,technical,9,low,1
3211,management,4,low,1
3212,marketing,5,low,1
3213,marketing,5,low,1
3214,marketing,5,low,1
3215,sales,7,low,1
3216,sales,7,low,1
3217,sales,7,low,1
3218,sales,7,low,1
3219,sales,7,medium,2
3220,sales,7,medium,2
3221,sales,7,medium,2
3222,sales,7,medium,2
3223,sales,7,medium,2
3224,sales,7,medium,2
3225,sales,7,medium,2
3226,sales,7,medium,2
3227,sales,7,medium,2
3228,sales,7,medium,2
3229,sales,7,medium,2
3230,sales,7,medium,2
3231,sales,7,high,0
3232,sales,7,high,0
3233,sales,7,high,0
3234,accounting,2,high,0
3235,accounting,2,high,0
3236,accounting,2,high,0
3237,hr,3,high,0
3238,hr,3,high,0
3239,hr,3,low,1
3240,hr,3,low,1
3241,technical,9,low,1
3242,technical,9,low,1
3243,technical,9,low,1
3244,technical,9,low,1
3245,technical,9,low,1
3246,technical,9,low,1
3247,technical,9,medium,2
3248,technical,9,medium,2
3249,technical,9,medium,2
3250,technical,9,medium,2
3251,technical,9,medium,2
3252,support,8,medium,2
3253,support,8,medium,2
3254,support,8,medium,2
3255,support,8,medium,2
3256,support,8,medium,2
3257,support,8,medium,2
3258,support,8,medium,2
3259,support,8,medium,2
3260,support,8,medium,2
3261,support,8,medium,2
3262,support,8,medium,2
3263,technical,9,medium,2
3264,technical,9,medium,2
3265,technical,9,medium,2
3266,management,4,medium,2
3267,IT,0,medium,2
3268,IT,0,medium,2
3269,IT,0,medium,2
3270,IT,0,high,0
3271,IT,0,low,1
3272,product_mng,6,medium,2
3273,product_mng,6,medium,2
3274,product_mng,6,medium,2
3275,product_mng,6,medium,2
3276,IT,0,medium,2
3277,RandD,1,medium,2
3278,RandD,1,medium,2
3279,RandD,1,medium,2
3280,RandD,1,medium,2
3281,RandD,1,medium,2
3282,marketing,5,low,1
3283,sales,7,low,1
3284,accounting,2,low,1
3285,support,8,low,1
3286,technical,9,low,1
3287,management,4,low,1
3288,marketing,5,low,1
3289,marketing,5,high,0
3290,marketing,5,low,1
3291,sales,7,high,0
3292,sales,7,high,0
3293,sales,7,low,1
3294,sales,7,low,1
3295,sales,7,high,0
3296,sales,7,low,1
3297,sales,7,medium,2
3298,sales,7,high,0
3299,sales,7,medium,2
3300,sales,7,medium,2
3301,sales,7,medium,2
3302,sales,7,medium,2
3303,sales,7,high,0
3304,sales,7,medium,2
3305,sales,7,medium,2
3306,sales,7,medium,2
3307,sales,7,high,0
3308,sales,7,medium,2
3309,sales,7,high,0
3310,accounting,2,low,1
